File Name,Elements,Atom Counts,Element Count,Total Atom Count
mp-10000.cif,"Hf, S",Hf:4.0; S:2.0,2,6.0
mp-10003.cif,"Nb, Co, Si",Nb:8.0; Co:2.0; Si:2.0,3,12.0
mp-10010.cif,"Al, Co, Si",Al:1.0; Co:2.0; Si:2.0,3,5.0
mp-1001011.cif,"Ta, O",Ta:8.0; O:24.0,2,32.0
mp-1001023.cif,"Be, C",Be:2.0; C:4.0,2,6.0
mp-10015.cif,"Si, Os",Si:1.0; Os:1.0,2,2.0
mp-1001833.cif,"In, Bi",In:4.0; Bi:4.0,2,8.0
mp-1002124.cif,"Hf, C",Hf:4.0; C:4.0,2,8.0
mp-1002206.cif,"Si, C",Si:4.0; C:4.0,2,8.0
mp-10025.cif,"Si, Ru",Si:4.0; Ru:8.0,2,12.0
mp-10026.cif,"Sc, Te",Sc:2.0; Te:2.0,2,4.0
mp-10037.cif,"Al, Co, C",Al:1.0; Co:3.0; C:1.0,3,5.0
mp-10044.cif,"B, As",B:4.0; As:4.0,2,8.0
mp-10046.cif,"V, As, C",V:4.0; As:2.0; C:2.0,3,8.0
mp-1005.cif,"Fe, P",Fe:4.0; P:4.0,2,8.0
mp-10052.cif,"Ti, As",Ti:2.0; As:2.0,2,4.0
mp-10054.cif,"Zr, As",Zr:4.0; As:4.0,2,8.0
mp-10055.cif,"Co, B, Mo",Co:4.0; B:8.0; Mo:2.0,3,14.0
mp-10059.cif,"Zr, Co, B",Zr:1.0; Co:3.0; B:2.0,3,6.0
mp-1006226.cif,"Zn, Bi",Zn:8.0; Bi:8.0,2,16.0
mp-10063.cif,"Cd, Sn, Sb",Cd:4.0; Sn:4.0; Sb:8.0,3,16.0
mp-1008274.cif,"Co, W",Co:3.0; W:1.0,2,4.0
mp-1008557.cif,"Al, B, N",Al:1.0; B:1.0; N:2.0,3,4.0
mp-1008610.cif,"Au, N",Au:4.0; N:4.0,2,8.0
mp-1008632.cif,"V, C",V:2.0; C:1.0,2,3.0
mp-1008785.cif,"Ru, O",Ru:4.0; O:8.0,2,12.0
mp-1008920.cif,"Mn, Ge",Mn:8.0; Ge:4.0,2,12.0
mp-1008922.cif,"Cu, N",Cu:4.0; N:4.0,2,8.0
mp-1008929.cif,"Fe, N",Fe:4.0; N:4.0,2,8.0
mp-1009083.cif,"Mg, Sn, P",Mg:4.0; Sn:4.0; P:8.0,3,16.0
mp-10092.cif,"K, Cu, Se",K:1.0; Cu:4.0; Se:3.0,3,8.0
mp-1009488.cif,"Ni, N",Ni:4.0; N:4.0,2,8.0
mp-101.cif,Ir,Ir:4.0,1,4.0
mp-10113.cif,"Sc, B, Ir",Sc:1.0; B:1.0; Ir:3.0,3,5.0
mp-1011860.cif,"Na, Co, P, O",Na:8.0; Co:4.0; P:8.0; O:28.0,4,48.0
mp-10125.cif,"Sb, Ir",Sb:2.0; Ir:2.0,2,4.0
mp-1012551.cif,"Ba, Br, Cl",Ba:4.0; Br:4.0; Cl:4.0,3,12.0
mp-10133.cif,"Sc, B, Pb",Sc:3.0; B:1.0; Pb:1.0,3,5.0
mp-10139.cif,"Sc, Sn, B",Sc:3.0; Sn:1.0; B:1.0,3,5.0
mp-10140.cif,"Sc, Tl, B",Sc:3.0; Tl:1.0; B:1.0,3,5.0
mp-10154.cif,"Mn, Sb, Ir",Mn:4.0; Sb:4.0; Ir:4.0,3,12.0
mp-10155.cif,"P, Ir",P:8.0; Ir:4.0,2,12.0
mp-10161.cif,"K, Zn, Sb",K:1.0; Zn:1.0; Sb:1.0,3,3.0
mp-1017.cif,"Zr, O",Zr:6.0; O:2.0,2,8.0
mp-10172.cif,Na,Na:2.0,1,2.0
mp-10173.cif,Li,Li:2.0,1,2.0
mp-10180.cif,"Li, Sb, Pd",Li:8.0; Sb:4.0; Pd:4.0,3,16.0
mp-10181.cif,"Li, Si, Ni",Li:4.0; Si:4.0; Ni:8.0,3,16.0
mp-10182.cif,"Li, Zn, P",Li:4.0; Zn:4.0; P:4.0,3,12.0
mp-10183.cif,"Mg, Sb, Pd",Mg:4.0; Sb:4.0; Pd:4.0,3,12.0
mp-10189.cif,"Li, Ti, Te",Li:1.0; Ti:1.0; Te:2.0,3,4.0
mp-1019.cif,"Y, Ni",Y:8.0; Ni:16.0,2,24.0
mp-10196.cif,"Ta, N",Ta:2.0; N:1.0,2,3.0
mp-10198.cif,"Mn, Pd, N",Mn:3.0; Pd:1.0; N:1.0,3,5.0
mp-102.cif,Co,Co:4.0,1,4.0
mp-1020.cif,"Ta, Rh",Ta:1.0; Rh:3.0,2,4.0
mp-10200.cif,"Zr, Be, Si",Zr:2.0; Be:2.0; Si:2.0,3,6.0
mp-10208.cif,"Ni, Mo, P",Ni:2.0; Mo:2.0; P:4.0,3,8.0
mp-10212.cif,"Sc, Ge",Sc:4.0; Ge:8.0,2,12.0
mp-1022.cif,"K, S",K:8.0; S:4.0,2,12.0
mp-10228.cif,"Nb, Se",Nb:1.0; Se:2.0,2,3.0
mp-10240.cif,"Sc, Ni, P",Sc:4.0; Ni:4.0; P:4.0,3,12.0
mp-10245.cif,"Hf, Cu, Si",Hf:6.0; Cu:8.0; Si:8.0,3,22.0
mp-10259.cif,"Zr, Ni, P",Zr:2.0; Ni:4.0; P:4.0,3,10.0
mp-10264.cif,"Ni, Te",Ni:6.0; Te:6.0,2,12.0
mp-10266.cif,"Zn, Fe, C",Zn:1.0; Fe:3.0; C:1.0,3,5.0
mp-1027.cif,"Hf, Rh",Hf:1.0; Rh:3.0,2,4.0
mp-10270.cif,"Sc, Co, C",Sc:1.0; Co:3.0; C:1.0,3,5.0
mp-10271.cif,"Zn, Co, C",Zn:1.0; Co:3.0; C:1.0,3,5.0
mp-1028.cif,"V, Te",V:6.0; Te:8.0,2,14.0
mp-10281.cif,"Zn, S",Zn:4.0; S:4.0,2,8.0
mp-1029.cif,"Ba, F",Ba:4.0; F:8.0,2,12.0
mp-10293.cif,"Ba, C",Ba:4.0; C:8.0,2,12.0
mp-103.cif,Hf,Hf:2.0,1,2.0
mp-1030.cif,"Sb, Pt",Sb:4.0; Pt:28.0,2,32.0
mp-10300.cif,"Zr, Mo, P",Zr:3.0; Mo:3.0; P:3.0,3,9.0
mp-10311.cif,"Zr, V, Ge",Zr:4.0; V:4.0; Ge:4.0,3,12.0
mp-10322.cif,"Ba, Hf, N",Ba:2.0; Hf:2.0; N:4.0,3,8.0
mp-10374.cif,"Cr, Pt, N",Cr:3.0; Pt:1.0; N:1.0,3,5.0
mp-10379.cif,"Hf, Cu, Ge",Hf:3.0; Cu:4.0; Ge:2.0,3,9.0
mp-1038.cif,"Mg, Cu",Mg:8.0; Cu:16.0,2,24.0
mp-1039.cif,"Mg, Te",Mg:2.0; Te:2.0,2,4.0
mp-10390.cif,"Ta, O",Ta:8.0; O:20.0,2,28.0
mp-10394.cif,"Cr, Co, Ge",Cr:2.0; Co:2.0; Ge:2.0,3,6.0
mp-104.cif,Sb,Sb:6.0,1,6.0
mp-10402.cif,"Ti, Tl, F",Ti:1.0; Tl:2.0; F:6.0,3,9.0
mp-1042.cif,"Hf, Si",Hf:4.0; Si:4.0,2,8.0
mp-10435.cif,"Y, Al, Si",Y:1.0; Al:2.0; Si:2.0,3,5.0
mp-10437.cif,"Ba, Cu, Se",Ba:2.0; Cu:4.0; Se:4.0,3,10.0
mp-10440.cif,"Mg, P, Rh",Mg:1.0; P:4.0; Rh:6.0,3,11.0
mp-10445.cif,"Sc, Fe, Te",Sc:6.0; Fe:1.0; Te:2.0,3,9.0
mp-10446.cif,"Sc, Ni, Te",Sc:6.0; Ni:1.0; Te:2.0,3,9.0
mp-10455.cif,"Y, Ti, Ge",Y:4.0; Ti:4.0; Ge:4.0,3,12.0
mp-10456.cif,"Hf, Si, Pt",Hf:4.0; Si:4.0; Pt:4.0,3,12.0
mp-10457.cif,"Hf, Si, Pd",Hf:4.0; Si:4.0; Pd:4.0,3,12.0
mp-1046.cif,"Nb, Sn",Nb:16.0; Sn:32.0,2,48.0
mp-10463.cif,"Y, Co, B",Y:2.0; Co:8.0; B:2.0,3,12.0
mp-10469.cif,"Nb, Si, Pt",Nb:4.0; Si:4.0; Pt:4.0,3,12.0
mp-1047.cif,"Ca, N",Ca:18.0; N:12.0,2,30.0
mp-10470.cif,"Nb, Si, Rh",Nb:4.0; Si:4.0; Rh:4.0,3,12.0
mp-10521.cif,"Y, Al, Ge",Y:1.0; Al:2.0; Ge:2.0,3,5.0
mp-10527.cif,"Y, Al, Si",Y:4.0; Al:2.0; Si:4.0,3,10.0
mp-10550.cif,"Sr, Mg, N",Sr:1.0; Mg:2.0; N:2.0,3,5.0
mp-1057.cif,"Al, Ni",Al:3.0; Ni:2.0,2,5.0
mp-10597.cif,Ag,Ag:2.0,1,2.0
mp-10598.cif,"Cu, Sn",Cu:2.0; Sn:2.0,2,4.0
mp-10601.cif,"Y, Ga, C",Y:3.0; Ga:1.0; C:1.0,3,5.0
mp-10608.cif,"Y, Sn, C",Y:3.0; Sn:1.0; C:1.0,3,5.0
mp-10615.cif,"Ba, Li, P",Ba:1.0; Li:1.0; P:1.0,3,3.0
mp-10616.cif,"Ba, Li, As",Ba:1.0; Li:1.0; As:1.0,3,3.0
mp-10635.cif,"Sn, Sb",Sn:4.0; Sb:4.0,2,8.0
mp-10669.cif,"Ba, Al, Ge",Ba:6.0; Al:4.0; Ge:4.0,3,14.0
mp-1067.cif,"Li, Al",Li:8.0; Al:8.0,2,16.0
mp-10670.cif,"Ca, Al, Ge",Ca:6.0; Al:4.0; Ge:4.0,3,14.0
mp-10675.cif,"Ti, Al, N",Ti:3.0; Al:1.0; N:1.0,3,5.0
mp-1069.cif,"Hf, Si",Hf:4.0; Si:8.0,2,12.0
mp-10692.cif,"Co, Ge",Co:4.0; Ge:4.0,2,8.0
mp-10694.cif,"Sc, F",Sc:1.0; F:3.0,2,4.0
mp-10695.cif,"Zn, S",Zn:4.0; S:4.0,2,8.0
mp-10700.cif,"Mg, Ni, C",Mg:1.0; Ni:3.0; C:1.0,3,5.0
mp-10706.cif,"Zr, Ru, C",Zr:1.0; Ru:3.0; C:1.0,3,5.0
mp-10711.cif,"V, Si",V:3.0; Si:6.0,2,9.0
mp-10712.cif,"Sc, Rh, C",Sc:1.0; Rh:3.0; C:1.0,3,5.0
mp-10721.cif,"Ti, C",Ti:32.0; C:16.0,2,48.0
mp-1073.cif,"Ca, Cd",Ca:1.0; Cd:1.0,2,2.0
mp-10739.cif,"Ti, P, Ru",Ti:3.0; P:3.0; Ru:3.0,3,9.0
mp-10744.cif,"Si, Pt",Si:6.0; Pt:4.0,2,10.0
mp-10746.cif,"Mg, Cu, Si",Mg:4.0; Cu:6.0; Si:2.0,3,12.0
mp-10748.cif,"Ta, Cu, S",Ta:1.0; Cu:3.0; S:4.0,3,8.0
mp-10749.cif,"Sr, Cu, Sb",Sr:2.0; Cu:2.0; Sb:2.0,3,6.0
mp-10755.cif,"Ti, Fe, Sb",Ti:4.0; Fe:4.0; Sb:4.0,3,12.0
mp-10759.cif,"Ge, Se",Ge:4.0; Se:4.0,2,8.0
mp-1078.cif,"Ca, Cd",Ca:4.0; Cd:8.0,2,12.0
mp-10797.cif,"Ca, Si, Ni",Ca:2.0; Si:2.0; Ni:4.0,3,8.0
mp-1081.cif,"V, S",V:6.0; S:8.0,2,14.0
mp-1082.cif,"V, Ir",V:1.0; Ir:3.0,2,4.0
mp-10846.cif,"Ni, As, Se",Ni:4.0; As:4.0; Se:4.0,3,12.0
mp-10847.cif,"Ni, Sb, Se",Ni:4.0; Sb:4.0; Se:4.0,3,12.0
mp-10848.cif,"As, Pd, S",As:4.0; Pd:4.0; S:4.0,3,12.0
mp-10849.cif,"As, Pd, Se",As:4.0; Pd:4.0; Se:4.0,3,12.0
mp-10850.cif,"Sb, Te, Pd",Sb:4.0; Te:4.0; Pd:4.0,3,12.0
mp-1086.cif,"Ta, C",Ta:4.0; C:4.0,2,8.0
mp-10873.cif,"Sc, Al, Au",Sc:4.0; Al:4.0; Au:8.0,3,16.0
mp-10877.cif,"Ca, Al, Cu",Ca:2.0; Al:16.0; Cu:8.0,3,26.0
mp-10883.cif,"Al, Cr, Co",Al:4.0; Cr:4.0; Co:8.0,3,16.0
mp-10884.cif,"Al, Fe, Co",Al:4.0; Fe:4.0; Co:8.0,3,16.0
mp-10886.cif,"Al, Cu",Al:3.0; Cu:2.0,2,5.0
mp-10887.cif,"Hf, Al, Cu",Hf:4.0; Al:4.0; Cu:8.0,3,16.0
mp-1089.cif,"Ti, Ir",Ti:1.0; Ir:3.0,2,4.0
mp-10890.cif,"Li, Al",Li:1.0; Al:3.0,2,4.0
mp-10891.cif,"Mn, Al, Pd",Mn:4.0; Al:4.0; Pd:8.0,3,16.0
mp-10892.cif,"Mn, Al, Pt",Mn:2.0; Al:2.0; Pt:2.0,3,6.0
mp-10894.cif,"Mn, Al, Rh",Mn:4.0; Al:4.0; Rh:8.0,3,16.0
mp-10895.cif,"Mn, Al, V",Mn:8.0; Al:4.0; V:4.0,3,16.0
mp-10901.cif,"Al, Pd",Al:3.0; Pd:2.0,2,5.0
mp-10904.cif,"Al, Pt",Al:4.0; Pt:4.0,2,8.0
mp-10905.cif,"Al, Pt",Al:3.0; Pt:2.0,2,5.0
mp-10909.cif,"Al, Re",Al:2.0; Re:4.0,2,6.0
mp-10910.cif,"Al, Ru",Al:16.0; Ru:8.0,2,24.0
mp-10911.cif,"Sc, Al, Ru",Sc:4.0; Al:6.0; Ru:2.0,3,12.0
mp-10918.cif,"Rb, Pd, C",Rb:2.0; Pd:1.0; C:2.0,3,5.0
mp-10919.cif,"Rb, Pt, C",Rb:2.0; Pt:1.0; C:2.0,3,5.0
mp-10924.cif,"Mg, Co, P",Mg:1.0; Co:6.0; P:4.0,3,11.0
mp-10969.cif,"Cd, C, N",Cd:3.0; C:3.0; N:6.0,3,12.0
mp-1099.cif,"Ni, Ge",Ni:4.0; Ge:4.0,2,8.0
mp-10991.cif,"Y, Cu, As",Y:2.0; Cu:2.0; As:4.0,3,8.0
mp-11.cif,As,As:6.0,1,6.0
mp-11019.cif,"Ga, Cu, O",Ga:2.0; Cu:2.0; O:4.0,3,8.0
mp-11022.cif,"Sc, Ag, O",Sc:2.0; Ag:2.0; O:4.0,3,8.0
mp-11023.cif,"Sc, Au, O",Sc:2.0; Au:2.0; O:4.0,3,8.0
mp-11025.cif,"Zn, P",Zn:8.0; P:16.0,2,24.0
mp-11029.cif,"Y, Al, Cu",Y:2.0; Al:16.0; Cu:8.0,3,26.0
mp-11038.cif,"Zr, Al, Fe",Zr:6.0; Al:2.0; Fe:1.0,3,9.0
mp-1105.cif,"Ba, O",Ba:2.0; O:4.0,2,6.0
mp-11073.cif,"Ti, In, Rh",Ti:3.0; In:3.0; Rh:2.0,3,8.0
mp-1108.cif,"Ta, B",Ta:1.0; B:2.0,2,3.0
mp-1111.cif,"Mn, Si",Mn:10.0; Si:6.0,2,16.0
mp-11113.cif,"Ti, Te, As",Ti:4.0; Te:4.0; As:4.0,3,12.0
mp-1113.cif,"B, W",B:4.0; W:8.0,2,12.0
mp-1114.cif,"V, P",V:2.0; P:2.0,2,4.0
mp-11175.cif,"Li, Zn, P, S",Li:2.0; Zn:2.0; P:2.0; S:8.0,4,14.0
mp-11176.cif,"Ca, Si, Ir",Ca:6.0; Si:8.0; Ir:8.0,3,22.0
mp-11190.cif,"V, Si",V:3.0; Si:6.0,2,9.0
mp-11191.cif,"Cr, Si",Cr:3.0; Si:6.0,2,9.0
mp-11192.cif,"Ta, Si",Ta:3.0; Si:6.0,2,9.0
mp-11193.cif,"V, Au, S",V:2.0; Au:2.0; S:4.0,3,8.0
mp-112.cif,Y,Y:2.0,1,2.0
mp-1120.cif,"Mo, Ir",Mo:6.0; Ir:2.0,2,8.0
mp-11202.cif,"Y, Fe, Sb",Y:6.0; Fe:1.0; Sb:2.0,3,9.0
mp-1121.cif,"Ga, Co",Ga:1.0; Co:1.0,2,2.0
mp-11220.cif,"Sc, Al",Sc:4.0; Al:2.0,2,6.0
mp-11227.cif,"Al, W",Al:24.0; W:2.0,2,26.0
mp-11228.cif,"Y, Al",Y:4.0; Al:4.0,2,8.0
mp-1123.cif,"Hg, S",Hg:4.0; S:4.0,2,8.0
mp-11230.cif,"Y, Al",Y:8.0; Al:4.0,2,12.0
mp-11231.cif,"Y, Al",Y:1.0; Al:3.0,2,4.0
mp-11233.cif,"Zr, Al",Zr:4.0; Al:4.0,2,8.0
mp-11237.cif,"Sc, Ag",Sc:1.0; Ag:1.0,2,2.0
mp-11239.cif,"Zr, Ag",Zr:2.0; Ag:2.0,2,4.0
mp-1124.cif,"Mg, Zn",Mg:4.0; Zn:8.0,2,12.0
mp-11248.cif,"Li, Au",Li:1.0; Au:3.0,2,4.0
mp-11250.cif,"Mg, Au",Mg:72.0; Au:36.0,2,108.0
mp-11252.cif,"Mn, Au",Mn:2.0; Au:4.0,2,6.0
mp-11256.cif,"Sc, Au",Sc:1.0; Au:1.0,2,2.0
mp-11261.cif,"Y, Au",Y:1.0; Au:1.0,2,2.0
mp-11263.cif,"Zr, Au",Zr:6.0; Au:2.0,2,8.0
mp-11269.cif,"Ba, Sn, Pd",Ba:2.0; Sn:6.0; Pd:2.0,3,10.0
mp-11270.cif,"Mn, Be",Mn:4.0; Be:8.0,2,12.0
mp-11272.cif,"Be, Nb",Be:4.0; Nb:6.0,2,10.0
mp-11275.cif,"Be, Re",Be:8.0; Re:4.0,2,12.0
mp-11276.cif,"Be, Rh",Be:1.0; Rh:1.0,2,2.0
mp-11277.cif,"Sc, Be",Sc:1.0; Be:5.0,2,6.0
mp-11278.cif,"Ta, Be",Ta:8.0; Be:4.0,2,12.0
mp-11279.cif,"Ti, Be",Ti:1.0; Be:1.0,2,2.0
mp-1128.cif,"Si, Ir",Si:4.0; Ir:4.0,2,8.0
mp-11280.cif,"Ti, Be",Ti:1.0; Be:12.0,2,13.0
mp-11281.cif,"Be, V",Be:8.0; V:4.0,2,12.0
mp-11282.cif,"Be, W",Be:8.0; W:4.0,2,12.0
mp-11283.cif,"Zr, Be",Zr:1.0; Be:5.0,2,6.0
mp-11286.cif,"Ca, Hg",Ca:1.0; Hg:1.0,2,2.0
mp-11287.cif,"Ca, Hg",Ca:1.0; Hg:2.0,2,3.0
mp-11288.cif,"Ca, Hg",Ca:6.0; Hg:4.0,2,10.0
mp-1129.cif,"Sc, Ir",Sc:1.0; Ir:1.0,2,2.0
mp-11290.cif,"Ca, Sn",Ca:1.0; Sn:3.0,2,4.0
mp-11293.cif,"Zr, Cd, Cu",Zr:4.0; Cd:4.0; Cu:8.0,3,16.0
mp-11299.cif,"Cd, Hg",Cd:4.0; Hg:2.0,2,6.0
mp-113.cif,Tc,Tc:2.0,1,2.0
mp-11300.cif,"Ti, Cd, Hg",Ti:1.0; Cd:1.0; Hg:2.0,3,4.0
mp-11307.cif,"Mg, Cd",Mg:2.0; Cd:2.0,2,4.0
mp-11313.cif,"Zr, Cd",Zr:1.0; Cd:3.0,2,4.0
mp-1132.cif,"Cd, O",Cd:4.0; O:4.0,2,8.0
mp-11322.cif,"Zr, Si",Zr:4.0; Si:4.0,2,8.0
mp-11327.cif,"Rb, Se",Rb:8.0; Se:4.0,2,12.0
mp-11328.cif,"P, W",P:8.0; W:4.0,2,12.0
mp-11329.cif,"P, W",P:8.0; W:4.0,2,12.0
mp-11334.cif,W,W:8.0,1,8.0
mp-11345.cif,"Zr, P",Zr:4.0; P:4.0,2,8.0
mp-1135.cif,"Nb, Pd",Nb:2.0; Pd:6.0,2,8.0
mp-11350.cif,"Ca, Al, Co",Ca:1.0; Al:9.0; Co:2.0,3,12.0
mp-11358.cif,"Ta, Co",Ta:1.0; Co:3.0,2,4.0
mp-11359.cif,"Ga, Cu",Ga:2.0; Cu:1.0,2,3.0
mp-11361.cif,"Mg, Cu, Sn",Mg:4.0; Cu:4.0; Sn:4.0,3,12.0
mp-11364.cif,"Ti, Cu",Ti:1.0; Cu:1.0,2,2.0
mp-1138.cif,"Li, F",Li:4.0; F:4.0,2,8.0
mp-11385.cif,"Y, Fe",Y:1.0; Fe:5.0,2,6.0
mp-11387.cif,"Hf, Ga",Hf:2.0; Ga:6.0,2,8.0
mp-11388.cif,"Ga, Ir",Ga:1.0; Ir:1.0,2,2.0
mp-1139.cif,"Co, Mo",Co:6.0; Mo:2.0,2,8.0
mp-11397.cif,"Ga, Ni",Ga:3.0; Ni:2.0,2,5.0
mp-11407.cif,"Ga, Pt",Ga:1.0; Pt:3.0,2,4.0
mp-11411.cif,"Sc, Ga",Sc:4.0; Ga:4.0,2,8.0
mp-11412.cif,"Sc, Ga",Sc:4.0; Ga:8.0,2,12.0
mp-11413.cif,"Sc, Ga",Sc:4.0; Ga:8.0,2,12.0
mp-1143.cif,"Al, O",Al:12.0; O:18.0,2,30.0
mp-11441.cif,"Hf, Ga",Hf:16.0; Ga:24.0,2,40.0
mp-11445.cif,"Y, Ti, Ga",Y:2.0; Ti:4.0; Ga:8.0,3,14.0
mp-11449.cif,"Hf, Mn",Hf:4.0; Mn:8.0,2,12.0
mp-1145.cif,"Ti, B",Ti:1.0; B:2.0,2,3.0
mp-11452.cif,"Hf, Os",Hf:1.0; Os:1.0,2,2.0
mp-11453.cif,"Hf, Pd",Hf:4.0; Pd:12.0,2,16.0
mp-11454.cif,"Hf, Pd",Hf:4.0; Pd:2.0,2,6.0
mp-11456.cif,"Hf, Pt",Hf:4.0; Pt:12.0,2,16.0
mp-11460.cif,"Hf, Tc",Hf:1.0; Tc:1.0,2,2.0
mp-11464.cif,"Mg, Hg",Mg:2.0; Hg:4.0,2,6.0
mp-11465.cif,"Mg, Hg",Mg:10.0; Hg:6.0,2,16.0
mp-11470.cif,"Hg, Pt",Hg:2.0; Pt:1.0,2,3.0
mp-11471.cif,"Sc, Hg",Sc:1.0; Hg:1.0,2,2.0
mp-11481.cif,"Mo, Ir",Mo:2.0; Ir:2.0,2,4.0
mp-11482.cif,"Mo, Ir",Mo:2.0; Ir:6.0,2,8.0
mp-11486.cif,"Y, Al, Co",Y:8.0; Al:36.0; Co:12.0,3,56.0
mp-11489.cif,"Li, Pd",Li:12.0; Pd:4.0,2,16.0
mp-11490.cif,"Li, Zn, Sn",Li:8.0; Zn:4.0; Sn:4.0,3,16.0
mp-11499.cif,"Y, Mg",Y:4.0; Mg:8.0,2,12.0
mp-11501.cif,"Mn, Ni",Mn:1.0; Ni:3.0,2,4.0
mp-11504.cif,"Mn, Zn",Mn:1.0; Zn:3.0,2,4.0
mp-11506.cif,"Ni, Mo",Ni:6.0; Mo:2.0,2,8.0
mp-11507.cif,"Ni, Mo",Ni:8.0; Mo:2.0,2,10.0
mp-11512.cif,"Li, Al, Ir",Li:4.0; Al:8.0; Ir:4.0,3,16.0
mp-11513.cif,"Nb, Ni",Nb:2.0; Ni:6.0,2,8.0
mp-11514.cif,"Nb, Pt",Nb:2.0; Pt:4.0,2,6.0
mp-11517.cif,"Nb, Ru",Nb:1.0; Ru:3.0,2,4.0
mp-1152.cif,"Ti, Rh",Ti:1.0; Rh:3.0,2,4.0
mp-11520.cif,"Y, Ni, Sb",Y:4.0; Ni:4.0; Sb:4.0,3,12.0
mp-11521.cif,"Sc, Ni",Sc:1.0; Ni:1.0,2,2.0
mp-11522.cif,"Ni, Sn",Ni:3.0; Sn:1.0,2,4.0
mp-1153.cif,"Li, S",Li:8.0; S:4.0,2,12.0
mp-11531.cif,"V, Ni",V:2.0; Ni:4.0,2,6.0
mp-11533.cif,"Zr, Zn, Ni",Zr:4.0; Zn:4.0; Ni:16.0,3,24.0
mp-11537.cif,"Nb, Al, Ru",Nb:4.0; Al:4.0; Ru:8.0,3,16.0
mp-11541.cif,"Zr, Os",Zr:1.0; Os:1.0,2,2.0
mp-11547.cif,"Y, Tl, Pd",Y:3.0; Tl:3.0; Pd:3.0,3,9.0
mp-11549.cif,"V, Pd",V:2.0; Pd:4.0,2,6.0
mp-11550.cif,"Sc, Pt",Sc:8.0; Pt:4.0,2,12.0
mp-11557.cif,"Sc, Re",Sc:4.0; Re:8.0,2,12.0
mp-1156.cif,"Ga, Sb",Ga:4.0; Sb:4.0,2,8.0
mp-11560.cif,"Ti, Si, Ru",Ti:12.0; Si:12.0; Ru:12.0,3,36.0
mp-11565.cif,"Y, Rh",Y:1.0; Rh:5.0,2,6.0
mp-11566.cif,"Sc, Zn",Sc:1.0; Zn:1.0,2,2.0
mp-11567.cif,"Sc, Zn",Sc:2.0; Zn:24.0,2,26.0
mp-1157.cif,"Ta, Ni",Ta:2.0; Ni:4.0,2,6.0
mp-11571.cif,"Y, Sn",Y:1.0; Sn:3.0,2,4.0
mp-11572.cif,"Ta, Tc",Ta:1.0; Tc:1.0,2,2.0
mp-11573.cif,"Ti, Tc",Ti:1.0; Tc:1.0,2,2.0
mp-11578.cif,"V, Zn",V:1.0; Zn:3.0,2,4.0
mp-11580.cif,"Ti, Cr, P",Ti:3.0; Cr:3.0; P:3.0,3,9.0
mp-11583.cif,"Zr, S, N",Zr:4.0; S:2.0; N:4.0,3,10.0
mp-1159.cif,"Zr, Fe",Zr:8.0; Fe:4.0,2,12.0
mp-11621.cif,"Zn, Ni, Sb",Zn:4.0; Ni:4.0; Sb:4.0,3,12.0
mp-11644.cif,"Li, Ca",Li:16.0; Ca:8.0,2,24.0
mp-1169.cif,"Sc, Cu",Sc:1.0; Cu:1.0,2,2.0
mp-11693.cif,"Te, Pt",Te:6.0; Pt:6.0,2,12.0
mp-11695.cif,"Rb, Pd, S",Rb:8.0; Pd:12.0; S:16.0,3,36.0
mp-11697.cif,"Ta, Sb",Ta:4.0; Sb:8.0,2,12.0
mp-117.cif,Sn,Sn:8.0,1,8.0
mp-11714.cif,"Si, C",Si:4.0; C:4.0,2,8.0
mp-11718.cif,"Rb, F",Rb:4.0; F:4.0,2,8.0
mp-1172.cif,"Mg, Rh",Mg:1.0; Rh:1.0,2,2.0
mp-11737.cif,"Li, Si, O",Li:8.0; Si:2.0; O:8.0,3,18.0
mp-11738.cif,"Na, P, S, O",Na:12.0; P:4.0; S:12.0; O:4.0,4,32.0
mp-1174.cif,"Mg, Sc",Mg:1.0; Sc:1.0,2,2.0
mp-11750.cif,"Ti, Si, B",Ti:6.0; Si:2.0; B:1.0,3,9.0
mp-11754.cif,"Sc, Te, Os",Sc:6.0; Te:2.0; Os:1.0,3,9.0
mp-11798.cif,"Fe, Pt",Fe:3.0; Pt:1.0,2,4.0
mp-1180.cif,"Mn, Pt",Mn:1.0; Pt:3.0,2,4.0
mp-11806.cif,"Li, Mg, Sn, Pt",Li:4.0; Mg:4.0; Sn:4.0; Pt:4.0,4,16.0
mp-11809.cif,"Ti, Al",Ti:4.0; Al:8.0,2,12.0
mp-11826.cif,"Ca, Pd",Ca:1.0; Pd:5.0,2,6.0
mp-11834.cif,"Cu, Ni, Sb",Cu:1.0; Ni:1.0; Sb:2.0,3,4.0
mp-1185.cif,"V, Rh",V:1.0; Rh:3.0,2,4.0
mp-11869.cif,"Hf, Sn, Pd",Hf:4.0; Sn:4.0; Pd:4.0,3,12.0
mp-11870.cif,"Hg, Rh",Hg:2.0; Rh:1.0,2,3.0
mp-11873.cif,"Tl, As, Pd",Tl:1.0; As:1.0; Pd:5.0,3,7.0
mp-11879.cif,"Ba, Ni, Sn",Ba:2.0; Ni:2.0; Sn:6.0,3,10.0
mp-11883.cif,"Mg, Ir",Mg:4.0; Ir:8.0,2,12.0
mp-1190.cif,"Zn, Se",Zn:4.0; Se:4.0,2,8.0
mp-11917.cif,"Mg, Be, N",Mg:1.0; Be:2.0; N:2.0,3,5.0
mp-1194.cif,"Cd, Pt",Cd:1.0; Pt:1.0,2,2.0
